zipcode,state,population,is_sud_rehab_clinic,is_sud_rehab_clinic_capped_viz
01089,MA,28835.0,1,1.0
01701,MA,33005.0,1,1.0
06605,CT,23867.0,1,1.0
06611,CT,36835.0,1,1.0
55927,MN,4154.0,1,1.0
42066,KY,23081.0,1,1.0
60505,IL,57906.0,1,1.0
35758,AL,48192.0,1,1.0
55901,MN,58046.0,1,1.0
30518,GA,56149.0,1,1.0
46615,IN,14777.0,1,1.0
60455,IL,17098.0,1,1.0
60516,IL,28694.0,1,1.0
60543,IL,40299.0,1,1.0
55802,MN,2544.0,1,1.0
32569,FL,12378.0,1,1.0
51104,IA,23080.0,1,1.0
35652,AL,8215.0,1,1.0
30534,GA,30903.0,1,1.0
30601,GA,25036.0,1,1.0
60491,IL,22999.0,1,1.0
35810,AL,29976.0,1,1.0
39452,MS,28668.0,1,1.0
06704,CT,27300.0,1,1.0
01890,MA,22970.0,1,1.0
01901,MA,2794.0,1,1.0
01841,MA,53654.0,1,1.0
06820,CT,21499.0,1,1.0
06111,CT,30536.0,1,1.0
01940,MA,13326.0,1,1.0
03102,NH,33396.0,1,1.0
01440,MA,21577.0,1,1.0
06410,CT,28559.0,1,1.0
06514,CT,26613.0,1,1.0
06517,CT,14954.0,1,1.0
32548,FL,22399.0,1,1.0
32708,FL,47045.0,1,1.0
48503,MI,21743.0,1,1.0
48504,MI,24266.0,1,1.0
51401,IA,12248.0,1,1.0
48473,MI,22035.0,1,1.0
42028,KY,559.0,1,1.0
60527,IL,29139.0,1,1.0
46818,IN,22071.0,1,1.0
60561,IL,23139.0,1,1.0
60532,IL,28766.0,1,1.0
60471,IL,13155.0,1,1.0
51601,IA,5681.0,1,1.0
36079,AL,9624.0,1,1.0
32808,FL,52551.0,1,1.0
55805,MN,9731.0,1,1.0
60521,IL,18199.0,1,1.0
39701,MS,12487.0,1,1.0
42330,KY,9501.0,1,1.0
39503,MS,53643.0,1,1.0
56001,MN,50729.0,1,1.0
60601,IL,15814.0,1,1.0
06901,CT,10595.0,1,1.0
02882,RI,12919.0,1,1.0
01420,MA,41940.0,1,1.0
01434,MA,1652.0,1,1.0
06401,CT,18946.0,1,1.0
01562,MA,11992.0,1,1.0
06851,CT,28254.0,1,1.0
03106,NH,14799.0,1,1.0
03103,NH,38039.0,1,1.0
48823,MI,51793.0,1,1.0
60606,IL,3797.0,1,1.0
46992,IN,16183.0,1,1.0
30736,GA,43344.0,1,1.0
39532,MS,34348.0,1,1.0
06062,CT,17628.0,1,1.0
06484,CT,40869.0,1,1.0
06492,CT,44606.0,1,1.0
06510,CT,4409.0,1,1.0
06854,CT,29931.0,1,1.0
01854,MA,29561.0,1,1.0
02840,RI,23902.0,1,1.0
01527,MA,13799.0,1,1.0
06037,CT,18855.0,1,1.0
32763,FL,23391.0,1,1.0
47112,IN,17404.0,1,1.0
42743,KY,8900.0,1,1.0
32801,FL,17728.0,1,1.0
63119,MO,34793.0,1,1.0
60661,IL,11987.0,1,1.0
36207,AL,19553.0,1,1.0
32724,FL,40559.0,1,1.0
30701,GA,41694.0,1,1.0
32773,FL,33990.0,1,1.0
47025,IN,23118.0,1,1.0
56031,MN,12117.0,1,1.0
60634,IL,75694.0,1,1.0
36104,AL,9021.0,1,1.0
47129,IN,19739.0,1,1.0
42345,KY,11307.0,1,1.0
35957,AL,16849.0,1,1.0
60618,IL,90316.0,1,1.0
39581,MS,11512.0,1,1.0
48834,MI,2284.0,1,1.0
32780,FL,39525.0,1,1.0
33009,FL,43301.0,1,1.0
32922,FL,15923.0,1,1.0
01028,MA,16417.0,1,1.0
05819,VT,9040.0,1,1.0
03561,NH,6005.0,1,1.0
01862,MA,11430.0,1,1.0
06902,CT,69192.0,1,1.0
03063,NH,16036.0,1,1.0
06513,CT,38618.0,1,1.0
01610,MA,28717.0,1,1.0
06708,CT,30345.0,1,1.0
01772,MA,10017.0,1,1.0
04950,ME,4726.0,1,1.0
04988,ME,2328.0,1,1.0
36203,AL,19460.0,1,1.0
49014,MI,21505.0,1,1.0
60914,IL,28894.0,1,1.0
63111,MO,19538.0,1,1.0
56283,MN,6412.0,1,1.0
60927,IL,2226.0,1,1.0
63113,MO,10882.0,1,1.0
31093,GA,28614.0,1,1.0
59106,MT,20681.0,1,1.0
47303,IN,24069.0,1,1.0
47304,IN,30366.0,1,1.0
60955,IL,1828.0,1,1.0
32931,FL,13643.0,1,1.0
32935,FL,41837.0,1,1.0
49008,MI,18343.0,1,1.0
60645,IL,48356.0,1,1.0
60957,IL,5499.0,1,1.0
60948,IL,1492.0,1,1.0
63118,MO,25194.0,1,1.0
36360,AL,19654.0,1,1.0
33016,FL,45714.0,1,1.0
49091,MI,19901.0,1,1.0
32940,FL,44869.0,1,1.0
02915,RI,16603.0,1,1.0
06451,CT,24894.0,1,1.0
06776,CT,26848.0,1,1.0
03455,NH,2132.0,1,1.0
03440,NH,2726.0,1,1.0
68508,NE,17249.0,1,1.0
03101,NH,3885.0,1,1.0
03444,NH,1508.0,1,1.0
02806,RI,17153.0,1,1.0
56241,MN,3903.0,1,1.0
32960,FL,21522.0,1,1.0
31201,GA,8882.0,1,1.0
56347,MN,7449.0,1,1.0
47150,IN,49395.0,1,1.0
06614,CT,33749.0,1,1.0
22701,VA,37411.0,1,1.0
29678,SC,23700.0,1,1.0
55021,MN,30636.0,1,1.0
55072,MN,4346.0,1,1.0
23502,VA,20547.0,1,1.0
39759,MS,43337.0,1,1.0
63115,MO,16056.0,1,1.0
63128,MO,29728.0,1,1.0
49022,MI,30143.0,1,1.0
60656,IL,28474.0,1,1.0
60652,IL,40898.0,1,1.0
61068,IL,14653.0,1,1.0
30907,GA,50964.0,1,1.0
56716,MN,8965.0,1,1.0
24501,VA,27160.0,1,1.0
22031,VA,35256.0,1,1.0
23112,VA,54592.0,1,1.0
51566,IA,6772.0,1,1.0
08007,NJ,5486.0,1,1.0
08203,NJ,7725.0,1,1.0
08332,NJ,35396.0,1,1.0
29205,SC,23586.0,1,1.0
59425,MT,3515.0,1,1.0
49203,MI,37269.0,1,1.0
33076,FL,41826.0,1,1.0
63132,MO,14657.0,1,1.0
49093,MI,18215.0,1,1.0
56362,MN,5825.0,1,1.0
63138,MO,18852.0,1,1.0
61061,IL,6865.0,1,1.0
55012,MN,1948.0,1,1.0
55420,MN,23128.0,1,1.0
55430,MN,24058.0,1,1.0
50263,IA,24817.0,1,1.0
50022,IA,8052.0,1,1.0
29585,SC,16574.0,1,1.0
07848,NJ,4818.0,1,1.0
50129,IA,5040.0,1,1.0
06457,CT,46505.0,1,1.0
08054,NJ,44633.0,1,1.0
08234,NJ,46906.0,1,1.0
63134,MO,12737.0,1,1.0
36527,AL,18034.0,1,1.0
33136,FL,15439.0,1,1.0
57032,SD,8810.0,1,1.0
56484,MN,3517.0,1,1.0
61244,IL,24004.0,1,1.0
59442,MT,1792.0,1,1.0
33056,FL,36556.0,1,1.0
31520,GA,22726.0,1,1.0
56364,MN,5562.0,1,1.0
61102,IL,17281.0,1,1.0
56378,MN,8174.0,1,1.0
63139,MO,21971.0,1,1.0
61103,IL,23294.0,1,1.0
56474,MN,4419.0,1,1.0
61053,IL,2542.0,1,1.0
33125,FL,53507.0,1,1.0
61057,IL,108.0,1,1.0
08608,NJ,1269.0,1,1.0
08755,NJ,28643.0,1,1.0
57701,SD,46258.0,1,1.0
57201,SD,26091.0,1,1.0
06475,CT,10481.0,1,1.0
07016,NJ,23827.0,1,1.0
07045,NJ,10573.0,1,1.0
55125,MN,43846.0,1,1.0
55428,MN,31896.0,1,1.0
57703,SD,16933.0,1,1.0
29302,SC,17356.0,1,1.0
06095,CT,29458.0,1,1.0
06320,CT,27398.0,1,1.0
06516,CT,55584.0,1,1.0
63144,MO,9596.0,1,1.0
33066,FL,16845.0,1,1.0
31407,GA,20990.0,1,1.0
56572,MN,5747.0,1,1.0
06013,CT,9519.0,1,1.0
06385,CT,15796.0,1,1.0
08097,NJ,3283.0,1,1.0
08809,NJ,7255.0,1,1.0
07733,NJ,17266.0,1,1.0
55042,MN,12044.0,1,1.0
08312,NJ,8465.0,1,1.0
06001,CT,19262.0,1,1.0
47708,IN,501.0,1,1.0
47710,IN,18470.0,1,1.0
27278,NC,28846.0,1,1.0
31405,GA,38069.0,1,1.0
61104,IL,17354.0,1,1.0
08055,NJ,28806.0,1,1.0
29138,SC,10070.0,1,1.0
56666,MN,886.0,1,1.0
61270,IL,7055.0,1,1.0
58203,ND,16165.0,1,1.0
63445,MO,3726.0,1,1.0
49423,MI,46870.0,1,1.0
43056,OH,17479.0,1,1.0
49435,MI,3568.0,1,1.0
59602,MT,29390.0,1,1.0
27104,NC,30533.0,1,1.0
37091,TN,22554.0,1,1.0
43082,OH,32459.0,1,1.0
27215,NC,44620.0,1,1.0
43055,OH,62590.0,1,1.0
33137,FL,25763.0,1,1.0
56479,MN,5387.0,1,1.0
37075,TN,71023.0,1,1.0
57104,SD,26998.0,1,1.0
06226,CT,19233.0,1,1.0
06455,CT,2958.0,1,1.0
06460,CT,37310.0,1,1.0
06249,CT,7142.0,1,1.0
08611,NJ,31531.0,1,1.0
07004,NJ,7872.0,1,1.0
68850,NE,12489.0,1,1.0
57349,SD,1529.0,1,1.0
08854,NJ,60545.0,1,1.0
07024,NJ,40171.0,1,1.0
07060,NJ,48423.0,1,1.0
07066,NJ,15555.0,1,1.0
59526,MT,2649.0,1,1.0
61360,IL,3306.0,1,1.0
31601,GA,32331.0,1,1.0
49442,MI,45342.0,1,1.0
08068,NJ,6628.0,1,1.0
56379,MN,17467.0,1,1.0
55057,MN,25519.0,1,1.0
55358,MN,5361.0,1,1.0
50003,IA,9428.0,1,1.0
50322,IA,31652.0,1,1.0
55408,MN,33718.0,1,1.0
52240,IA,34224.0,1,1.0
52802,IA,9967.0,1,1.0
07073,NJ,10022.0,1,1.0
07083,NJ,56131.0,1,1.0
56537,MN,19230.0,1,1.0
58078,ND,39161.0,1,1.0
63552,MO,7913.0,1,1.0
07702,NJ,4184.0,1,1.0
56267,MN,6647.0,1,1.0
56334,MN,5830.0,1,1.0
23867,VA,5298.0,1,1.0
24401,VA,38522.0,1,1.0
24639,VA,3099.0,1,1.0
55444,MN,17214.0,1,1.0
50313,IA,17723.0,1,1.0
07068,NJ,6299.0,1,1.0
59804,MT,8193.0,1,1.0
22314,VA,35784.0,1,1.0
27403,NC,23679.0,1,1.0
29210,SC,39299.0,1,1.0
49417,MI,32406.0,1,1.0
61301,IL,10375.0,1,1.0
57106,SD,47877.0,1,1.0
08610,NJ,32649.0,1,1.0
56316,MN,1438.0,1,1.0
57702,SD,33162.0,1,1.0
24014,VA,16869.0,1,1.0
24219,VA,10429.0,1,1.0
29307,SC,19034.0,1,1.0
29920,SC,9214.0,1,1.0
68152,NE,6615.0,1,1.0
29229,SC,51548.0,1,1.0
33319,FL,51891.0,1,1.0
43209,OH,27727.0,1,1.0
49503,MI,39344.0,1,1.0
27263,NC,21613.0,1,1.0
59644,MT,4418.0,1,1.0
53115,WI,15884.0,1,1.0
07456,NJ,11735.0,1,1.0
10706,NY,9339.0,1,1.0
61483,IL,1872.0,1,1.0
49505,MI,31444.0,1,1.0
20176,VA,51777.0,1,1.0
63703,MO,8599.0,1,1.0
33417,FL,34153.0,1,1.0
29223,SC,52477.0,1,1.0
37172,TN,31851.0,1,1.0
27406,NC,61597.0,1,1.0
33418,FL,43383.0,1,1.0
43212,OH,24171.0,1,1.0
27292,NC,39337.0,1,1.0
33317,FL,37590.0,1,1.0
22192,VA,60299.0,1,1.0
07945,NJ,9875.0,1,1.0
08520,NJ,29291.0,1,1.0
22044,VA,13847.0,1,1.0
43146,OH,12627.0,1,1.0
33323,FL,23149.0,1,1.0
43138,OH,18445.0,1,1.0
47954,IN,2267.0,1,1.0
22209,VA,14859.0,1,1.0
52806,IA,28191.0,1,1.0
22182,VA,27778.0,1,1.0
23222,VA,24337.0,1,1.0
68104,NE,36706.0,1,1.0
50801,IA,9245.0,1,1.0
50010,IA,32552.0,1,1.0
60475,IL,9969.0,1,1.0
60625,IL,76525.0,1,1.0
60655,IL,27837.0,1,1.0
10607,NY,7441.0,1,1.0
27401,NC,21854.0,1,1.0
43203,OH,8726.0,1,1.0
37122,TN,64018.0,1,1.0
29153,SC,15013.0,1,1.0
63650,MO,3989.0,1,1.0
20181,VA,9765.0,1,1.0
11377,NY,91512.0,1,1.0
11554,NY,37796.0,1,1.0
79761,TX,30187.0,1,1.0
76133,TX,51811.0,1,1.0
77041,TX,35958.0,1,1.0
77057,TX,43669.0,1,1.0
77083,TX,73763.0,1,1.0
77469,TX,57925.0,1,1.0
13815,NY,13063.0,1,1.0
29180,SC,12445.0,1,1.0
22514,VA,2605.0,1,1.0
57501,SD,17083.0,1,1.0
43125,OH,14295.0,1,1.0
33334,FL,30138.0,1,1.0
14621,NY,32891.0,1,1.0
78244,TX,35801.0,1,1.0
60099,IL,31579.0,1,1.0
60154,IL,16895.0,1,1.0
11368,NY,117110.0,1,1.0
75022,TX,26781.0,1,1.0
75081,TX,37766.0,1,1.0
75156,TX,15708.0,1,1.0
75206,TX,40386.0,1,1.0
75254,TX,24664.0,1,1.0
58316,ND,5412.0,1,1.0
31730,GA,9160.0,1,1.0
49512,MI,18558.0,1,1.0
27316,NC,6664.0,1,1.0
33351,FL,36913.0,1,1.0
60201,IL,44652.0,1,1.0
60449,IL,8961.0,1,1.0
60642,IL,21687.0,1,1.0
61727,IL,9450.0,1,1.0
13031,NY,16335.0,1,1.0
12866,NY,40355.0,1,1.0
10512,NY,24664.0,1,1.0
10530,NY,13037.0,1,1.0
10573,NY,41758.0,1,1.0
10913,NY,5647.0,1,1.0
14215,NY,42447.0,1,1.0
78666,TX,86584.0,1,1.0
61704,IL,37129.0,1,1.0
37210,TN,17134.0,1,1.0
37303,TN,25894.0,1,1.0
62821,IL,7083.0,1,1.0
60005,IL,30221.0,1,1.0
11691,NY,64673.0,1,1.0
11788,NY,16273.0,1,1.0
12466,NY,2353.0,1,1.0
10603,NY,18033.0,1,1.0
76543,TX,30545.0,1,1.0
77340,TX,35020.0,1,1.0
77520,TX,38587.0,1,1.0
53154,WI,36497.0,1,1.0
29334,SC,16472.0,1,1.0
58504,ND,29517.0,1,1.0
33446,FL,30051.0,1,1.0
33449,FL,9920.0,1,1.0
27577,NC,24972.0,1,1.0
53207,WI,34292.0,1,1.0
33511,FL,56627.0,1,1.0
29401,SC,9145.0,1,1.0
53233,WI,15531.0,1,1.0
60548,IL,12019.0,1,1.0
60563,IL,37997.0,1,1.0
61462,IL,10980.0,1,1.0
61520,IL,16156.0,1,1.0
11967,NY,26213.0,1,1.0
76208,TX,27084.0,1,1.0
62896,IL,11376.0,1,1.0
53211,WI,36327.0,1,1.0
53202,WI,27897.0,1,1.0
33477,FL,12683.0,1,1.0
22601,VA,29720.0,1,1.0
29406,SC,32730.0,1,1.0
59872,MT,2406.0,1,1.0
60018,IL,30051.0,1,1.0
60048,IL,29353.0,1,1.0
60090,IL,39017.0,1,1.0
60142,IL,29831.0,1,1.0
60185,IL,34775.0,1,1.0
13820,NY,21605.0,1,1.0
77066,TX,34443.0,1,1.0
60415,IL,14433.0,1,1.0
60422,IL,9927.0,1,1.0
57601,SD,3824.0,1,1.0
27587,NC,76647.0,1,1.0
61602,IL,1198.0,1,1.0
31906,GA,21835.0,1,1.0
37208,TN,21609.0,1,1.0
11901,NY,30936.0,1,1.0
75207,TX,7116.0,1,1.0
62568,IL,17043.0,1,1.0
61821,IL,29057.0,1,1.0
43608,OH,12948.0,1,1.0
33618,FL,26474.0,1,1.0
29461,SC,42402.0,1,1.0
29485,SC,57181.0,1,1.0
43402,OH,31459.0,1,1.0
22572,VA,6283.0,1,1.0
37354,TN,17535.0,1,1.0
31907,GA,60557.0,1,1.0
61761,IL,53045.0,1,1.0
27560,NC,38959.0,1,1.0
59873,MT,3416.0,1,1.0
57401,SD,32275.0,1,1.0
43566,OH,8371.0,1,1.0
43613,OH,32116.0,1,1.0
59925,MT,1633.0,1,1.0
53218,WI,38488.0,1,1.0
53406,WI,27078.0,1,1.0
37408,TN,3353.0,1,1.0
64124,MO,12754.0,1,1.0
60953,IL,2113.0,1,1.0
60966,IL,1379.0,1,1.0
61310,IL,3700.0,1,1.0
11510,NY,34617.0,1,1.0
61856,IL,7933.0,1,1.0
62271,IL,2101.0,1,1.0
62278,IL,6646.0,1,1.0
11738,NY,16732.0,1,1.0
11791,NY,25879.0,1,1.0
27703,NC,61539.0,1,1.0
43612,OH,29718.0,1,1.0
60007,IL,33670.0,1,1.0
60008,IL,22760.0,1,1.0
60026,IL,14518.0,1,1.0
62863,IL,9607.0,1,1.0
14047,NY,6152.0,1,1.0
76903,TX,32215.0,1,1.0
77013,TX,16815.0,1,1.0
77056,TX,24115.0,1,1.0
60452,IL,27363.0,1,1.0
78752,TX,19289.0,1,1.0
79415,TX,17499.0,1,1.0
59923,MT,9743.0,1,1.0
64055,MO,36225.0,1,1.0
64111,MO,17112.0,1,1.0
53703,WI,38512.0,1,1.0
33613,FL,38801.0,1,1.0
62002,IL,30176.0,1,1.0
59937,MT,14354.0,1,1.0
37415,TN,23580.0,1,1.0
53590,WI,43684.0,1,1.0
43512,OH,28208.0,1,1.0
58564,ND,70.0,1,1.0
33707,FL,24646.0,1,1.0
61834,IL,7895.0,1,1.0
64064,MO,19717.0,1,1.0
64086,MO,23957.0,1,1.0
43604,OH,9248.0,1,1.0
37412,TN,21881.0,1,1.0
43609,OH,20519.0,1,1.0
27606,NC,48343.0,1,1.0
28227,NC,57126.0,1,1.0
27713,NC,54988.0,1,1.0
27801,NC,19043.0,1,1.0
22911,VA,19236.0,1,1.0
75043,TX,63973.0,1,1.0
75150,TX,64654.0,1,1.0
61606,IL,6798.0,1,1.0
61764,IL,13668.0,1,1.0
62049,IL,7952.0,1,1.0
62062,IL,8297.0,1,1.0
60924,IL,1519.0,1,1.0
77575,TX,15768.0,1,1.0
77705,TX,37950.0,1,1.0
60012,IL,10916.0,1,1.0
60442,IL,12218.0,1,1.0
60559,IL,24363.0,1,1.0
33901,FL,22629.0,1,1.0
33966,FL,11245.0,1,1.0
60707,IL,43241.0,1,1.0
62824,IL,1654.0,1,1.0
62864,IL,23327.0,1,1.0
60046,IL,34690.0,1,1.0
12303,NY,30893.0,1,1.0
76086,TX,21429.0,1,1.0
77018,TX,27870.0,1,1.0
77067,TX,31729.0,1,1.0
44126,OH,17235.0,1,1.0
33948,FL,17190.0,1,1.0
33870,FL,24238.0,1,1.0
23220,VA,36942.0,1,1.0
29625,SC,28521.0,1,1.0
29732,SC,59417.0,1,1.0
28152,NC,25643.0,1,1.0
53718,WI,17034.0,1,1.0
28144,NC,26254.0,1,1.0
62233,IL,8187.0,1,1.0
62232,IL,7547.0,1,1.0
13159,NY,5155.0,1,1.0
75230,TX,27810.0,1,1.0
60076,IL,34295.0,1,1.0
60181,IL,29821.0,1,1.0
28146,NC,29572.0,1,1.0
29640,SC,32191.0,1,1.0
44001,OH,20837.0,1,1.0
37804,TN,27075.0,1,1.0
54216,WI,6164.0,1,1.0
44107,OH,51109.0,1,1.0
44017,OH,18611.0,1,1.0
29579,SC,50378.0,1,1.0
62201,IL,5125.0,1,1.0
33903,FL,23294.0,1,1.0
23005,VA,17818.0,1,1.0
60963,IL,1636.0,1,1.0
61350,IL,23997.0,1,1.0
61540,IL,2741.0,1,1.0
61443,IL,13780.0,1,1.0
62353,IL,5093.0,1,1.0
14424,NY,28353.0,1,1.0
76712,TX,27800.0,1,1.0
77380,TX,27651.0,1,1.0
62521,IL,33793.0,1,1.0
62914,IL,1929.0,1,1.0
62025,IL,35229.0,1,1.0
33834,FL,6584.0,1,1.0
62095,IL,11060.0,1,1.0
29646,SC,26783.0,1,1.0
28092,NC,38719.0,1,1.0
29706,SC,19346.0,1,1.0
62401,IL,19408.0,1,1.0
29550,SC,30013.0,1,1.0
11762,NY,22439.0,1,1.0
94949,CA,17588.0,1,1.0
95148,CA,45819.0,1,1.0
94303,CA,48281.0,1,1.0
64683,MO,7900.0,1,1.0
37914,TN,20587.0,1,1.0
28211,NC,31917.0,1,1.0
44110,OH,17617.0,1,1.0
37664,TN,28748.0,1,1.0
33772,FL,24121.0,1,1.0
37743,TN,25755.0,1,1.0
62286,IL,5719.0,1,1.0
58701,ND,32517.0,1,1.0
12027,NY,3958.0,1,1.0
75703,TX,44428.0,1,1.0
76015,TX,17185.0,1,1.0
76309,TX,13053.0,1,1.0
61354,IL,10447.0,1,1.0
53711,WI,51448.0,1,1.0
92128,CA,49083.0,1,1.0
92404,CA,64270.0,1,1.0
92532,CA,27560.0,1,1.0
29590,SC,3415.0,1,1.0
33908,FL,43110.0,1,1.0
44116,OH,21821.0,1,1.0
37683,TN,12867.0,1,1.0
28027,NC,76478.0,1,1.0
49930,MI,7135.0,1,1.0
33809,FL,30629.0,1,1.0
37748,TN,17227.0,1,1.0
37756,TN,2764.0,1,1.0
92585,CA,24887.0,1,1.0
92703,CA,65621.0,1,1.0
92869,CA,36349.0,1,1.0
94134,CA,41695.0,1,1.0
90755,CA,11923.0,1,1.0
91766,CA,70701.0,1,1.0
90003,CA,72764.0,1,1.0
90032,CA,43506.0,1,1.0
62298,IL,17630.0,1,1.0
62439,IL,6966.0,1,1.0
27892,NC,13864.0,1,1.0
37757,TN,9494.0,1,1.0
44054,OH,12484.0,1,1.0
95828,CA,63116.0,1,1.0
92374,CA,43587.0,1,1.0
92618,CA,57488.0,1,1.0
90603,CA,21174.0,1,1.0
54822,WI,4665.0,1,1.0
94112,CA,79314.0,1,1.0
95388,CA,13878.0,1,1.0
95610,CA,46592.0,1,1.0
95963,CA,16250.0,1,1.0
62305,IL,19042.0,1,1.0
44124,OH,40530.0,1,1.0
28213,NC,47215.0,1,1.0
62441,IL,7236.0,1,1.0
23061,VA,22256.0,1,1.0
54481,WI,28100.0,1,1.0
53209,WI,44586.0,1,1.0
53222,WI,25422.0,1,1.0
92335,CA,96605.0,1,1.0
96150,CA,29518.0,1,1.0
90601,CA,32625.0,1,1.0
54023,WI,4456.0,1,1.0
94019,CA,15483.0,1,1.0
90049,CA,36980.0,1,1.0
90404,CA,21995.0,1,1.0
91355,CA,32886.0,1,1.0
92084,CA,49941.0,1,1.0
28031,NC,30836.0,1,1.0
43920,OH,21662.0,1,1.0
27944,NC,11406.0,1,1.0
62226,IL,29156.0,1,1.0
28345,NC,11546.0,1,1.0
62231,IL,7171.0,1,1.0
64628,MO,5527.0,1,1.0
37857,TN,21026.0,1,1.0
37920,TN,41210.0,1,1.0
44134,OH,38845.0,1,1.0
62056,IL,8559.0,1,1.0
23188,VA,45438.0,1,1.0
44236,OH,26216.0,1,1.0
28278,NC,33426.0,1,1.0
44307,OH,6959.0,1,1.0
23505,VA,27785.0,1,1.0
28339,NC,6444.0,1,1.0
33916,FL,25940.0,1,1.0
29671,SC,18615.0,1,1.0
64601,MO,12034.0,1,1.0
62618,IL,7596.0,1,1.0
38107,TN,15655.0,1,1.0
34104,FL,25485.0,1,1.0
53538,WI,18643.0,1,1.0
54814,WI,2985.0,1,1.0
94590,CA,39981.0,1,1.0
94598,CA,26826.0,1,1.0
94705,CA,13591.0,1,1.0
95334,CA,16594.0,1,1.0
28304,NC,37120.0,1,1.0
54495,WI,7638.0,1,1.0
34108,FL,16142.0,1,1.0
62471,IL,10530.0,1,1.0
34233,FL,18723.0,1,1.0
34109,FL,26102.0,1,1.0
65066,MO,6445.0,1,1.0
44305,OH,21214.0,1,1.0
28360,NC,12043.0,1,1.0
66062,KS,77553.0,1,1.0
44333,OH,19449.0,1,1.0
34234,FL,20858.0,1,1.0
38111,TN,40533.0,1,1.0
23517,VA,5237.0,1,1.0
29812,SC,11107.0,1,1.0
29936,SC,14196.0,1,1.0
34236,FL,14083.0,1,1.0
28349,NC,3070.0,1,1.0
38114,TN,23559.0,1,1.0
34238,FL,22050.0,1,1.0
44410,OH,16824.0,1,1.0
29924,SC,4038.0,1,1.0
44320,OH,19083.0,1,1.0
23504,VA,22465.0,1,1.0
28270,NC,34613.0,1,1.0
66047,KS,19396.0,1,1.0
38117,TN,27138.0,1,1.0
95670,CA,57988.0,1,1.0
95762,CA,47354.0,1,1.0
95341,CA,33194.0,1,1.0
95632,CA,31470.0,1,1.0
95663,CA,2905.0,1,1.0
95833,CA,40195.0,1,1.0
92672,CA,41067.0,1,1.0
93420,CA,30540.0,1,1.0
93668,CA,1054.0,1,1.0
94109,CA,58501.0,1,1.0
28303,NC,30842.0,1,1.0
23803,VA,44377.0,1,1.0
66215,KS,26351.0,1,1.0
28540,NC,49739.0,1,1.0
24019,VA,27630.0,1,1.0
54701,WI,41346.0,1,1.0
34613,FL,18869.0,1,1.0
24018,VA,39144.0,1,1.0
38139,TN,16734.0,1,1.0
44432,OH,12276.0,1,1.0
38126,TN,5717.0,1,1.0
28574,NC,18689.0,1,1.0
65270,MO,17565.0,1,1.0
34491,FL,31545.0,1,1.0
44444,OH,10042.0,1,1.0
62656,IL,18634.0,1,1.0
44446,OH,20173.0,1,1.0
66202,KS,16827.0,1,1.0
66208,KS,21870.0,1,1.0
38320,TN,10362.0,1,1.0
28401,NC,22204.0,1,1.0
44460,OH,25393.0,1,1.0
94530,CA,26360.0,1,1.0
94587,CA,70121.0,1,1.0
93635,CA,48510.0,1,1.0
94080,CA,66592.0,1,1.0
95062,CA,36268.0,1,1.0
95138,CA,19530.0,1,1.0
91789,CA,41235.0,1,1.0
92014,CA,13203.0,1,1.0
92131,CA,36394.0,1,1.0
92356,CA,6050.0,1,1.0
92399,CA,55794.0,1,1.0
38138,TN,25837.0,1,1.0
67357,KS,12033.0,1,1.0
66214,KS,12263.0,1,1.0
28512,NC,3011.0,1,1.0
62839,IL,6441.0,1,1.0
92591,CA,42021.0,1,1.0
93022,CA,6172.0,1,1.0
93222,CA,2192.0,1,1.0
53019,WI,1942.0,1,1.0
73179,OK,7575.0,1,1.0
90802,CA,41686.0,1,1.0
53705,WI,24695.0,1,1.0
24012,VA,30037.0,1,1.0
62801,IL,20502.0,1,1.0
62806,IL,3247.0,1,1.0
28466,NC,8773.0,1,1.0
68117,NE,8387.0,1,1.0
54911,WI,26964.0,1,1.0
66603,KS,1569.0,1,1.0
45069,OH,53694.0,1,1.0
45238,OH,46864.0,1,1.0
45240,OH,28820.0,1,1.0
45241,OH,24380.0,1,1.0
38375,TN,9071.0,1,1.0
62701,IL,1354.0,1,1.0
28433,NC,4282.0,1,1.0
44703,OH,8015.0,1,1.0
62881,IL,11053.0,1,1.0
44507,OH,4598.0,1,1.0
38301,TN,34170.0,1,1.0
67202,KS,2435.0,1,1.0
67218,KS,23044.0,1,1.0
69001,NE,9347.0,1,1.0
45506,OH,13330.0,1,1.0
68949,NE,6519.0,1,1.0
95966,CA,31591.0,1,1.0
90210,CA,21134.0,1,1.0
74851,OK,10759.0,1,1.0
91711,CA,38122.0,1,1.0
92061,CA,2246.0,1,1.0
90063,CA,50227.0,1,1.0
90232,CA,16452.0,1,1.0
90806,CA,41611.0,1,1.0
91331,CA,100720.0,1,1.0
91702,CA,62328.0,1,1.0
95023,CA,56973.0,1,1.0
95076,CA,84433.0,1,1.0
54303,WI,27478.0,1,1.0
24540,VA,32094.0,1,1.0
45631,OH,14200.0,1,1.0
28787,NC,21948.0,1,1.0
34667,FL,34910.0,1,1.0
92315,CA,5148.0,1,1.0
74074,OK,32326.0,1,1.0
93627,CA,188.0,1,1.0
73005,OK,8072.0,1,1.0
95619,CA,4816.0,1,1.0
95685,CA,4542.0,1,1.0
95864,CA,24249.0,1,1.0
95948,CA,11603.0,1,1.0
90001,CA,55859.0,1,1.0
82240,WY,9689.0,1,1.0
82501,WY,18523.0,1,1.0
28722,NC,6223.0,1,1.0
